concretion,zhutňování
concretize,konkretizovat
concubinage,konkubinát
concubine,konkubína
concupiscence,chtíč
concupiscent,chlípný
concur,spolupůsobit
concurrence,spolupůsobení
concurrency,souběžnost
concurrent,souběžný
concurrently,souběžně
concuss,způsobit otřes mozku
concussion,otřes mozku
concussive,otřesový
condemn,určit k demolici
condemnable,zavrženíhodný
condemnation,odsouzení
condemnatory,odsuzující
condemned,odsouzený
condemner,zabavovatel majetku
condemning,odsuzující
condemns,zavrhuje
condensable,kondenzovatelný
condensate,kondenzát
condensation,kondenzace
condense,kondenzovat
condensed,zhuštěný
condensed milk,kondenzované mléko
condenser,kondenzátor
condensing,kondenzování
condescend,chovat se povýšeně
condescending,blahosklonný
condescendingly,blahosklonně
condescension,blahosklonnost
condign,zasloužený
condiment,koření
condition,kondice
conditional,podmínečný
conditionality,podmínečnost
conditionally,závisle
conditionals,podmínky
conditioned,podmíněný
conditioner,kondicionér
conditioning,kondicionování
conditioning irrigation,klimatizační závlaha
conditions,vnější podmínky
condo,vlastnický byt
condole,kondolovat
condole with,projevit soustrast
condoled,projevil soustrast
condolence,soustrast
condom,prezervativ
condominium,zakoupený byt
condoms,kondomy
condonable,odpustitelný
condonation,odpuštění
condone,odpustit
condoned,odpuštěný
condoning,odpuštění
condor,kondor
conduce,přispívat
conducive,napomáhající
conduct,dirigovat
conductance,vodivost
conducted,provázen
conductibility,vodivost
conductible,voditelný
conducting,vodicí
conducting drain,svodný drén
conducting drainage assembly,drenážní souřad
conducting main drainage ditch,svodný odvodňovací příkop
conduction,vodivost
conductive,vodivý
conductivity,vodivost
conductor,dirigent
conductors,dirigenti
conductress,dirigentka
conduit,kanál
condustance,vodivost
condyle,kloubní hrbol
cone,konus
cone cells,čípky
cone-shaped,kuželovitý
cones,kužely
conestoga,vůz dobyvatelů Ameriky
conestoga wagon,vůz dobyvatelů Ameriky
coney,králík
confabulate,hovořit
confabulation,konfabulace
confect,sestavit
confection,připravovat z přísad
confectionary,cukrářský
confectioner,cukrář
confectionery,cukrářství
confectionist,obchodník s konfekcí
confederacy,konfederace
confederate,konfederovaný
confederation,konfederace
confer,jednat
confer with,poradit se s
conferee,účastník konfederace
conference,konference
conferences,konference
conferencing,konferenční komunikace
conferment,propůjčení
conferred,propůjčený
confers,uděluje
confess,zpovídat se
confess one's sins,vyzpovídat
confessed,přiznaný
confessedly,nepopíratelně
confesses,přiznává
confessing,doznání
confession,zpověď
confessional,zpovědní
confessions,přiznání
confessor,zpovědník
confetti,konfety
confidant,důvěrník
confidante,důvěrná přítelkyně
confide,důvěřovat
confide in,důvěřovat
confide in (somebody),svěřit se (někomu)
confided,svěřil
confidence,konfidence
confidence game,podvod
confidence man,podvodník
confidence trick,zneužití důvěry
confidence trickster,podvodník
confident,důvěrník
confident in,spoléhající se
confidential,důvěrný
confidentiality,diskrétnost
confidentially,důvěrně
confidently,sebevědomě
confiding,důvěrný
confidingly,důvěrně
config file,nastavovací soubor
config files,nastavovací soubory
configurable,nastavitelný
configuration,nastavení
configurations,konfigurace
configure,nastavit
configured,nastavený
configuring,nastavující
confine,hranice
confine to,omezit se na
confined,zavřen
confined to bed,upoután na lůžko
confinement,omezení
confines,hranice
confirm,schválit platnost
confirmation,Potvrzování
confirmations,potvrzení
confirmative,potvrzující
confirmatory,potvrzující
confirmed,konfirmovaný
confirming,potvrzující
confirms,potvrzuje
confiscate,zabavovat
confiscated,zabavený
confiscating,konfiskování
confiscation,konfiskace
confiscator,konfiskátor
confiscatory,konfiskační
conflagration,požár
conflate,sjednotit
conflated,spojil
conflation,spojení
conflict,boj
conflicted,střetl
conflicting,protikladný
conflictingly,protikladně
conflicts,konflikty
conflictual,týkající se konfliktu
confluence,sbíhání
confluent,stékající se
conflux,stok
confocal,mající společná ohniska
conform,podřídit
conform to,podřídit
conformable,podobný
conformance,přizpůsobení
conformant,pohodlný
conformation,struktura
conforming,pohodlí
conformism,přizpůsobivost
conformity,přizpůsobenost
conforms,vyhovuje
confound,uvést ve zmatek
confounded,proklatý
confoundedly,zmateně
confounder,současně působící faktor
confraternity,bratrstvo
confrere,kolega
confreres,kolegové
confront,konfrontovat
confrontation,konfrontace
confrontational,konfrontační
confrontations,konfrontace
confronted,čelený
confronting,konfrontování
confronts,konfrontuje
confucian,věřící konfucianizmu
confucianism,konfucianizmus
confucius,Konfucius
confuse,mást
confuse someone with someone,splést si někoho s někým
confuse something with something,splést si něco s něčím
confused,zmatený
confused sea,rozbouřené moře
confusedly,popleteně
confusedness,popletenost
confuser,matoucí osoba
confuses,mate
confusing,matoucí
confusingly,zmateně
confusion,vřava
confusions,zmatky
confutation,vyvrácení
confute,usvědčit
conga,druh tance
congeal,ztuhnout
congealing,tuhnutí
congealment,tuhnutí
congee,svolení odejít
congelation,zmrazení
congener,protějšek
congenerous,obdobný
congenial,kongeniální
congeniality,sympatičnost
congenital,rozený
congenitally,vrozeně
conger,mořský úhoř
conger eel,mořský úhoř
congeries,hromada
congest,překrvit
congested,přeplněný
congestible public good,"veřejné statky, které se mohou zahltit"
congestion,zahlcení
congestion pricing,stanovení ceny dopravní zácpy
congestive,městnavý
conglobate,sbalit v kouli
conglobation,sbalení v kouli
conglomerate,konglomerát
conglomerate merger,splynutí nesourodých podniků
conglomerated,konglomerovaný
conglomeration,konglomerace
conglutinate,slepenina
conglutination,slepení
congo,Kongo
congolese,Konžan
congrats,gratulace
congratulant,gratulant
congratulate,gratulovat
congratulated,blahopřál
congratulating,blahopřející
congratulation,gratulování
congratulations,blahopřeji
congratulatory,blahopřejný
congregate,shromáždit
congregated,shromáždil
congregation,kongregace
congregational,kongregační
congregationalism,kongregacionalismus
congregations,kongregace
congress,kongres
congresses,sjezdy
congressional,kongresový
congressman,kongresman
congressmen,kongresmani
congruence,kongruence
congruency,shoda
congruent,kongruentní
congruential,souhlasný
congruently,shodně
congruity,shodnost
congruous,odpovídající
conic,kónický
conic section,kuželosečka
conical,kuželový
conifer,jehličnan
coniferous,jehličnatý
conjectural,hypotetický
conjecture,konjektura
conjectured,domnělý
conjectures,dohady
conjoin,spojit se
conjoined,spojený
conjoint,sjednocený
conjugal,manželský
conjugate,konjugovat
conjugated,časoval
conjugation,časování
conjunct,kombinovaný
conjunction,shoda
conjunctiva,spojivka
conjunctival,spojivkový
conjunctive,spojovací
conjunctivitis,zánět spojivek
conjuncture,spojení
conjuration,zaklínání
conjure,kouzlit
conjure up,vyčarovat
conjured,vykouzlený
conjurer,kouzelník
conjures,kouzlí
conjuring,kouzlení
conjuror,kouzelník
conk,ubalit
conk out,natáhnout bačkory
conker,jírovec
conklin,Conklin
conley,Conley
conman,podvodník
conn,Conn
connally,Connally
connate,současně narozený
connatural,přirozený
connect,navazovat
connect dots,spojit (si) souvislosti
connect five,piškvorky
connect to,napojit
connected,připojený
connectedness,propojenost
connecticut,stát v USA
connecting,zapojovací
connection,přípojka
connections,spoje
connective,spojka
connective tissue,pojivová tkáň
connectives,spojky
connectivity,propojitelnost
connector,konektor
connector pin,kolík zásuvky
connectors,konektory
connects,propojuje
connelly,Connelly
conner,Conner
connexion,souvislost
connie,Connie
conniption,záchvat vzteku
connivance,schvalování
connive,mlčky schvalovat
connive at,dát tichý souhlas k
connived,zavíral nad něčím oči
conniving,potměšilý
connoisseur,znalec
connoisseurship,znalectví
connors,Connors
connotation,význam
connotations,významy
connotative,implikující
connote,znamenat
connoted,znamenal
connubial,manželský
conoid,kuželovitý
conquer,dobýt
conquerable,dobytný
conquered,dobytý
conquering,dobývání
conqueror,dobyvatel
conquest,zábor
conquests,dobytí
conquistador,conquistador
conrad,Konrád
conrod,ojnice
cons,proti
consanguineous,pokrevný
consanguinity,pokrevní příbuzenství
consarned,zpropadený
conscience,svědomí
conscience-smitten,kajícný
conscience-stricken,kajícný
conscienceless,nesvědomitý
consciences,svědomí
conscientious,svědomitý
conscientiously,svědomitě
conscientiousness,pečlivost
conscionable,svědomitý
conscious,vědom
consciously,vědomě
consciousness,vědomí
conscript,odvést na vojnu
conscripted,povolán
conscription,branná povinnost
consecrate,požehnat
consecrated,zasvěcený
consecration,vysvěcení
consecutive,po sobě jdoucí
consecutively,nepřetržitě
consensual,konsenzuální
consensually,konsenzuálně
consensus,konsenzus
consent,souhlas
consent to,přisvědčit
consentaneous,souhlasný
consented,svolil
consentient,souhlasný
consenting,dovolení
consequence,konsekvence
consequence analysis,analýza následků
consequences,důsledky
consequent,konsekventní (vodní tok)
consequential,následný
consequentiality,důslednost
consequentially,důsledně
consequently,proto tedy
conservancy,ochrana životního prostředí
conservation,konzervace
conservation reserve programme,program ochrany rezervace
conservation-tillage,ochranné obdělávání půdy
conservationist,konzervativec
conservatism,konzervatizmus
conservative,konzervativec
conservative modelling,konzervativní modelování
conservatively,konzervativně
conservativeness,konzervativnost
conservatives,konzervativci
conservatoire,konzervatoř
conservator,kustod
conservatory,konzervatoř
conserve,konzervovat
conserved,konzervovaný
conserves,zavařeniny
conserving,zachovávající
conserving irrigation norm,záchovná závlahová dávka
consider,brát ohled na
considerable,značně velký
considerably,podstatně
considerate,ohleduplný
considerately,ohleduplně
considerateness,ohleduplnost
consideration,ohled
considerations,úvahy
considered,zvažován
considering,zvažování
considers,zvažuje
consign,odevzdat
consigned,odevzdaný
consignee,konsignatář
consigner,konsignant
consignment,konsignace
consignor,deponent
consist,sestávat se
consisted,tkvěl
consistence,důslednost
consistency,důslednost
consistency check,kontrola konzistence
consistent,konzistentní
consistently,konzistentně
consisting,spočívá
consistory,konzistoř
consists,skládá se
consolable,utěšitelný
consolation,utěšení
consolation prize,cena útěchy
consolatory,utěšující
console,ovládací panel
consoled,utěšoval
consolidate,konsolidovat
consolidated,sloučený
consolidating,upevňující
consolidation,upevňování
consolidator,upevňovatel
consonance,konsonance
consonant,souhláska
consonantal,souhláskový
consonants,souhlásky
consort,stýkat
consortia,společný
consortium,sdružení
conspecific,patřící do stejného druhu
conspectus,konspekt
conspicuity,zřejmost
conspicuous,nápadný
conspicuously,viditelně
conspicuousness,nápadnost
conspiracy,komplot
conspiration,konspirační akce
conspirative,konspirační
conspirator,spiklenec
conspiratorial,spiklenecký
conspiratorially,spiklenecky
conspirators,spiklenci
conspire,spiknout
conspired,spiknutý
conspiring,osnující spiknutí
constable,strážník
constabulary,policie
constance,Kostnice
constancy,loajalita
constant,konstantní
constant prices,stálé ceny
constant returns to scale,konstantní výnosy z rozsahu
constant storage capacity of water reservoir,prostor stálého nadržení vodní nádrže
constant storage level,hladina stálého nadržení
constant-cost industry,odvětví s pevnými náklady
constantan,konstantan
constantine,Constantine
constantinople,Cařihrad
constantly,nepřetržitě
constants,konstanty
constatation,konstatování
constellate,prorokovat
constellation,souhvězdí
consternate,konsternovat
consternation,konsternace
constipate,způsobit zácpu
constipated,má zácpu
constipation,zácpa
constituencies,volební obvody
constituency,voliči
constituent,ústavodárný
constituents,komponenty
constitute,dosadit
constituted,jmenovaný
constitutes,dosazuje
constituting,stanovující
constitution,ústava
constitutional,konstituční
constitutionalism,konstitucionalizmus
constitutionalist,konstitucionalista
constitutionality,ústavnost
constitutionally,ústavně
constitutions,ústavy
constitutive,konstitutivní
constitutively,konstitutivně
constrain,nutit
constrained,nucený
constrained extreme,vázaný extrém
constrainedly,nuceně
constraining,limitující
constrains,omezuje
constraint,stísněnost
constraints,omezení
constrict,zúžit se
constricted,omezený
constriction,konstrikce
constrictive,zužující
constrictor,sval svěrač
constringe,stlačit
constringent,stahující
construct,zbudovat
constructable,zkonstruovatelný
constructed,zkonstruovaný
constructed markets,konstruované trhy
constructing,sestavující
construction,sestrojení
construction site,staveniště
construction waste,stavební odpad
constructional,konstrukční
constructionist,konstruktér
constructions,konstrukce
constructive,konstruktivní
constructively,konstruktivně
constructiveness,konstruktivnost
constructivism,konstruktivizmus
constructivist,konstruktivista
constructor,konstruktor
constructs,konstruuje
construe,vykládat
construe with,tvořit vazbu
construed,vykládaný
consubstantial,konsubstanciální
consubstantiation,konsubstanciace
consuetude,zvyklost
consuetudinary,zvykový
consul,konzul
consular,konzulární
consulate,konzulát
consulship,konzulství
consult,poradit se
consultancies,poradenství
consultancy,konsultace
consultant,konzultant
consultants,konzultanti
consultation,konzultace
consultations,konzultace
consultative,konzultativní
consultative group for international agricultural ***,Consultative Group for International Agricultural ***
consulted,projednaný
consulting,konzultující
consulting room,poradna
consumable,spotřební
consumables,spotřební zboží
consume,zkonzumovat
consumed,zkonzumovaný
consumer,spotřebitel
consumer basket,spotřební koš
consumer credit,spotřební úvěr
consumer culture,konzumní kultura
consumer electronics,spotřební elektronika
consumer equilibrium,spotřebitelská rovnováha
consumer goods,konzumní zboží
consumer loan,spotřební úvěr
consumer price index,index spotřebních cen
consumer society,spotřebitelská společnost
consumer sovereignty,spotřebitelská suverenita
consumer spending,výdaje na spotřebu
consumer subsidies,dotace spotřebitelům
consumer surplus,spotřebitelský přebytek
consumerism,konzumerizmus
consumerist,konzumní
consumers,spotřebitelé
consumes,konzumuje
consuming,pohlcující
consummate,dokonalý
consummated,dovršil
consummately,perfektně
consummation,dokončení
consumption,spotřeba
consumption expenditures,spotřebitelské výdaje
consumption function,spotřební funkce
consumption of material and energy,spotřeba materiálu a energie
consumption pattern,struktura spotřeby
consumption tax,spotřební daň
consumptive,týkající se tuberkulózy
consumptive water-use,nenávratné užívání vody
consumptiveness,sklon k souchotinám
contact,kontaktujte
contact aerobic sludge stabilization,kontaktní aerobní stabilizace kalu
contact chamber,kontaktní nádrž
contact element,kontakt
contact filter,kontaktní filtr
contact herbicide,kontaktní herbicid
contact insecticide,kontaktní insekticid
contact layer,kontaktní zóna (voda)
contact lens,kontaktní čočka
contact lenses,kontaktní čočky
contact ratio,kontaktní poměr (kanalizace)
contact spring,kontaktní pramen
contact us,kontaktujte nás
contact zone,kontaktní zóna (voda)
contactable,schopný být kontaktován
contacted,kontaktovaný
contacting,kontaktující
contactor,stykač
contacts,kontakty
contagion,nakažení
contagious,nakažlivý
contagious laughter,nakažlivý smích
contagious ward,infekční pokoj
contagiousness,kontagiozita
contain,krotit
containable,obsažitelný
contained,uvážlivý
container,kontejner
containerization,kontejnerizace
containerize,kontejnerizovat
containerized,kontejnerizovaný
containers,kontejnery
containership,kontejnerová loď
containing,obsahující
containment,kontrola
contains,obsahuje
contaminant,znečišťující látka
contaminate,nakazit
contaminated,kontaminovaný
contaminated site,stará zátěž (odpady)
contaminated site sanitation,sanace staré zátěže
contamination,kontaminace
contaminator,znečišťovatel
contamining component,znečišťující složka (vodní hospodářství)
contemn,opovrhovat
contemplate,hloubat
contemplated,zvažovaný
contemplating,zamýšlející
contemplation,rozjímání
contemplative,zamyšlený
contemplativeness,hloubavost
contemporaneity,soudobost
contemporaneous,souběžný
contemporaneous erosion,soudobá eroze
contemporaneously,souběžně
contemporaneousness,současnost
contemporaries,současníci
contemporary,tehdejší
contemporize,synchronizovat
contempt,opovrhování
contempt of court,pohrdání soudem
contemptibility,zavržitelnost
contemptible,odporný
contemptibly,opovrženíhodně
contemptous,opovrhující
contemptuous,pohrdavý
contemptuously,opovržlivě
contemptuousness,opovržení
contend,potýkat
contended,bojoval
contender,soutěžící
contenders,uchazeči
contending,nepřátelský
contends,bojuje
content,spokojit
contented,spokojen
contentedly,spokojeně
contention,neshoda
contentious,sporný
contentiously,sporně
contentiousness,svárlivost
contentment,spokojenost
contents,náplň
conterminal boundary,společná hranice
contest,volební boj
contestable,napadnutelný
contestant,soutěžící
contestants,soutěžící
contestation,kontroverze
contested,diskutabilní
contests,soutěže
context,kontext
context misspecification,"zkreslení, kontextově chybná specifikace"
contexts,souvislosti
contextual,kontextový
contextualisation,kontextualizace
contextualize,uvést do kontextu
contextually,souvisle
contiguity,soumeznost
contiguous,přiléhající
contiguous angles,přilehlé úhly
contiguously,nedaleko
continence,zdrženlivost
continency,střídmost
continent,světadíl
continental,kontinentální
continental breakfast,lehká snídaně
continental code,Morseova abeceda
continental drift,kontinentální drift
continental shelf,kontinentální šelf
continental slope,kontinentální svah
contingence,dotyk
contingencies,nahodilosti
contingency,kontingence
contingency fund,rezervní fond
contingent,kontingentní
contingent claim,potenciální nárok
contingent liability,podmíněná závaznost
contingent valuation approach,metoda kontingentního hodnocení
continua,nepřetržitost
continuable,prodloužitelný
continual,kontinuální
continual improvement,soustavné zlepšování
continually,nepřetržitě
continuance,pokračování
continuant,kontinuant
continuation,pokračování
continuations,pokračování
continuator,pokračovatel
continue,pokračuj
continued,obnovený
continues,pokračuje
continuing,pokračující
continuing education,trvalé vzdělávání
continuity,kontinuita
continuosly,průběžně
continuous,spojitý
continuous air pollution source,nepřerušovaný zdroj znečišťování ovzduší
continuous compliance,dlouhodobé vyhovění
continuous current,stejnosměrný proud
continuous education,trvalé vzdělávání
continuous function,spojitá funkce
continuous sampler,kontinuální vzorkovač (vody)
continuously,nepřerušený
continuousness,nepřetržitost
continuum,spojitost
contort,pokroutit
contorted,zakřivený
contortion,zkroucení
contortionist,hadí žena
contortions,zkřivení
contour,kontura
contour ditch flooding zone,přeronový pás
contour feather,obrysové pero
contour furrow,průleh
contour furrow ploughing,brázdování
contour furrow terracing,průlehové terasování
contour line,vrstevnice
contouring,konturování
contours,kontury
contra,kontra
contraband,kontraband
contrabandist,pašerák
contrabass,kontrabas
contraception,antikoncepce
contraceptive,antikoncepční
contraceptives,antikoncepční
contract,smršťovat se
contract of indefinite duration,smlouva na dobu neurčitou
contracted,smrštěný
contractible,stažitelný
contractile,stažitelný
contractile undercarriage,zatahovací podvozek
contractility,zatažitelnost
contracting,uzavírání smluv
contraction,kontrakce
contractions,stahy
contractor,stahovač
contractors,dodavatelé
contracts,kontrakty
contractual,smluvní
contractually,smluvně
contracture,kontraktura
contradict,protiřečit
contradicted,odporovaný
contradicting,odporující
contradiction,kontradikce
contradictions,rozpory
contradictorily,neslučitelně
contradictoriness,neslučitelnost
contradictory,protiřečící
contradicts,odmlouvá
contradistinction,rozlišení kontrastem
contradistinguish,rozlišovat
contraflow,protiproud
contrail,kondenzační stopa
contraindication,vedlejší účinky
contralto,kontraalt
contrapositive,kontrapozitivní
contraption,pomůcka
contrapuntal,kontrapunktní
contrapuntist,kontrapunktik
contrariety,protiklad
contrarily,protichůdně
contrariness,protikladnost
contrariwise,obráceně
contrary,kontrární
contrast,kontrastovat
contrasted,porovnával
contrasting,protikladný
contrastive,kontrastivní
contrasts,kontrasty
contrasty,kontrastní např. obrázek
contravene,odporovat
contravened,přestupoval
contravenes,přestupuje
contravention,porušení
contretemps,smůla
contribute,přispívat
contributed,vložený
contributes,přispívá
contributing,napomáhající
contribution,přispívání
contributions,příspěvky
contributive,přispívající
contributor,přispěvatel
contributors,přispívající
contributory,napomáhající
contrite,lítostivý
contritely,lítostivě
contrition,kajícnost
contrivance,machinace
contrive,zinscenovat
contrived,zaranžovaný
contriver,výrobce
control,kontrolní
control error,regulační odchylka
control law,zákon řízení
control loop,řídící smyčka
control of pollution act,Control of Pollution Act
control room,velín
control tower,řídicí letištní věž
controll end well,koncová regulační šachtice
controllability,ovladatelnost
controllable,říditelný
controlled,řízený
controlled economy,kontrolovaná (řízená) ekonomika
controlled variable,regulovaná veličina
controlled vocabulary,řízený slovník
controller,ovládač
controllers,kontrolor
controllership,úřad kontrolora
controlling,řídicí
controlling interest,majorita akcií
controls,kontroly
controversial,sporný
controversialist,polemik
controversially,kontroverzně
controversy,kontroverze
controvert,popírat
controvertible,sporný
contumacious,kontumační
contumacy,kontumace
contumelious,potupný
contumely,urážka
contuse,pohmoždit
contusion,pohmožděnina
conundrum,hlavolam
conurbation,městská aglomerace
convalesce,zotavovat se
convalescence,rekonvalescence
convalescent,zotavující se
convalescing,zotavující se
convalidate,ověření
conve to,dopravovat
convect,vést např. teplo
convection,konvekce
convection effect,konvekční jev
convection flowing,konvekční proudění
convectional,konvekční
convective,konvektivní
convector,konvektor
convenants,druh dobrovolných smluv
convene,svolat
convened,svolal
convener,organizátor
convenience,vymoženost
convenience store,samoobsluha
conveniences,vymoženosti
convenient,pohodlný
conveniently,pohodlně
convenor,dopravník
convent,konvent
conventicle,shromáždění
convention,společenská zvyklost
convention for the prevention of marine pollution ***,Convention for the Prevention of Marine Pollution ***
convention on international trade in endangered ***,CITES Convention on International Trade in Endangered ***
convention on international trade in endangered species ***,Convention on International Trade in Endangered Species ***
convention on the conservation of antarctic ***,Convention on the Conservation of Antarctic ***
convention on the conservation of european wildlife ***,Convention on the Conservation of European Wildlife ***
convention on the prevention of marine poluttion ***,Convention on the Prevention of Marine Pollution ***
convention to protect the ozon layer,Convention to Protect the Ozon Layer
conventional,konvenční
conventional clarification,klasické čiření
conventionalism,konvenčnost
conventionalist,konvenční člověk
conventionality,běžnost
conventionalization,stylizace
conventionalize,stylizovat
conventionalized,stylizovaný
conventionally,konvenčně
conventions,úmluvy
converge,sbíhat se
converged,konvergoval
convergence,konvergence
convergence principle,princip konvergence
convergency,konvergence
convergent,sbíhavý
converging,sbližování
converging lens,spojná čočka
conversable,hovorný
conversance,obeznámenost
conversancy,obeznámenost
conversant,dobře informovaný
conversation,hovor
conversational,konverzační
conversationalist,dobrý společník
conversationally,konverzačně
conversations,konverzace
conversazione,konverzační setkání
converse,konverzovat
conversed,konverzoval
conversely,naopak
conversing,hovořící
conversion,překlad
conversion lens,předsádka
convert,převádět
converted,předělaný
converter,konvertor
converters,konvertory
convertibility,konvertibilita
convertible,kabriolet
convertible currency,směnitelná měna
converting,konvertování
convertor,konvertor
converts,konvertuje
convex,konvexní
convex bank,konvexní břeh (toku)
convexity,konvexnost
convey,sdělovat
conveyable,postupitelný
conveyance,dopravní prostředek
conveyancing,převod vlastnických práv
conveyed,vezl
conveyer,dopravník
conveying,přepravující
conveyor,dopravce
conveyor belt,dopravní pás
conveys,veze
convict,odsoudit
convicted,usvědčený
conviction,usvědčení
convictions,odsouzení
convince,přesvědčit
convinced,přesvědčil
convinces,přesvědčuje
convincible,přesvědčitelný
convincing,přesvědčivý
convincingly,přesvědčivě
convincingness,přesvědčivost
convivial,družný
conviviality,veselost
convocation,konvokace
convoke,svolat
convolute,stočený
convoluted,komplikovaný
convolution,konvoluce
convolve,svinout
convolved,svinul se
convolvulus,svlačec
convoy,kolona
convulse,zmítat se
convulsion,křeč
convulsions,nepokoje
convulsive,křečovitý
convulsively,křečovitě
conway,Conway
cony,králičina
coo,vrkat
coochie,vagina
cook,kuchař
cook islands,Cookovy ostrovy
cook up,rychle uvařit
cook your goose,zruinuje tě
cookbook,kuchařka
cooke,Cooke
cooked,uvařený
cooked roast beef,pečený rostbíf
cooker,sporák
cookery,kuchařství
cookery book,kuchařka
cookie,cukroví
cookies,koláčky
cooking,vaření
cooks,vaří
cooky,cukroví
cool,zchladnout
cool beans,skvělý
cool cheek,drzost
cool customer,drzoun
cool down,ochladit
cool fish,drzoun
cool hand,kliďas
cool it,přestat něco dělat
cool off,ochladnout
cool one's heels,tvrdnout někde
cool under pressure,mít klidnou hlavu
cool your heels,čekat na soud
cool-headed,chladnokrevný
coolant,chladivo
coolbox,chladicí box
cooled,chlazený
cooler,studenější
cooler heads prevailed,rozum zvítězil nad silou
coolest,nejchladnější
cooley,Cooley
coolheaded,chladnokrevný
coolidge,Coolidge
coolie,Asiat
cooling,ochlazení
cooling tower,chladící věž
coolish,trochu chladný
coolly,chladně
coolness,chladnost
cools,ochlazuje
coomb,strž
coon,mýval
coop,někdy ve významu co-op - družstvo
coop in,stěsnat
coop up,stěsnat
cooparasitism,kooparazitismus
cooper,bednář
cooperage,bednářství
cooperate,spolupracovat
cooperated,spolupracoval
cooperating,kooperující
cooperation,vzájemná pomoc
cooperative,kooperativní
cooperative members and association members,"pohledávky za společníky, členy družstva a účastníky sdružení"
cooperatively,kooperativně
cooperativeness,kolegialita
cooperator,družstevník
coord,souřadnice
coordinate,souřadnice
coordinated,koordinovaný
coordinates,koordinuje
coordinating,koordinování
coordination,koordinace
coordinator,koordinátor
coot,lyska
cootie,veš
coowner,spolumajitel
cop,flojd
cop yourself on,zamysli se nad sebou
cop-out,vyhýbání se
copacetic,senza
copaiba,kopajva
copal,kopál
copartner,spolupodílník
copartnership,spolupodílnictví
copay,spoluúčast
copayment,spoluúčast
cope,vyrovnat
cope with,vypořádat se s
copeck,kopejka
coped,překlenutý
copeland,Copeland
copenhagen,Kodaň
copernican,týkající se Koperníka
copernicus,polský astronom
copes,zvládá
copied,zkopírovaný
copier,kopírka
copiers,kopírky
copies,kopie
copilot,druhý pilot
copine,přítelkyně
coping,zvládání
copious,hojný
copiously,hojně
copiousness,bohatost
coplanar,koplanární
copland,Copland
copley,Copley
copolymer,kopolymer
copolymerize,kopolymerovat
copper,měděný
copper beech,buk lesní
copper engraving,mědiryt
copper rust,měděnka
copperfield,postava
copperhead,ploskolebec
copperplate,mědirytina
coppersmith,mědikovec
coppery,měďnatý
coppice,podrost
coppiced,prořezal
coppicing,podrostní hospodářství (lesnictví)
copra,kopra
coprime,nesoudělný
coprocessor,koprocesor
coprolalia,koprolalie
coprolite,koprolit
coprolith,koprolit
coprophagous,živící se výkaly
coprophagy,koprofagie
coprophilic microorganism,koprofilní mikroorganismus
cops,policajti
copse,mlází
copt,Kopt
copter,helikoptéra
coptic,koptský
copts,Koptové
copula,spona
copulate,kopulovat
copulation,kopulace
copulative,kopulativní
copulatory,kopulační např. orgán
copy,kopie
copy down,opisovat
copy editing,editace textu
copy editor,redaktor
copy-editing,editace textu
copybook,učebnicový
copycat,napodobitel
copyediting,editace textu
copyhold,závislá držba
copyholder,nájemce statku
copying,kopírující
copyist,plagiátor
copyright,copyright
copyright act,autorský zákon
copyrighted,vázaný autorským právem
copywriter,reklamní textař
coquet,koketka
coquetry,flirtování
coquette,koketa
coquettish,koketní
coquettishly,koketně
coquettishness,koketnost
coracle,druh člunu
coral,korál
coral reef,korálový útes
coral sea,Korálové moře
coral snake,korálovec
coralline,korálový
corbel,krakorec
corbett,Corbett
corcoran,Corcoran
cord,lano
cordage,lanoví
cordate,srdcovitý
corded,provázkový
cordial,ovocná šťáva
cordiality,přívětivost
cordially,přívětivě
cordillera,podélné horské pásmo
cordite,kordit
corditis,chorditida
cordless,bezdrátový
cordoba,Cordoba
cordon,kordón
cords,kabely
corduroy,manšestr
corduroy trousers,manšestrové kalhoty
corduroys,manšestrové kalhoty
cordwood,sáhové dříví
core,jádřinec
core inflation,jádro inflace
cored,opatřený jádrem
coreopsis,krásnoočko
corer,vylupovač jader
cores,jádra
corey,Corey
corf,těžní koš
corgi,korgi
coriander,koriandr
coring,odebírání jádra
corinth,Korint
corinthian,korintský
coriolis force,Coriolisova síla
corium,korium
cork,korek
cork-screw,vývrtka
corkage,korkovné
corked,zazátkovaný
corker,trhák
corking,zátkující
corks,zátky
corkscrew,vývrtka
corky,korkový
cormorant,kormorán
corn,kuří oko
corn bread,kukuřičný chléb
corn flakes,kukuřičné vločky
corn-fed,vykrmený
cornbread,kukuřičný chléb
corncrake,druh ptáka
cornea,rohovka
corneal,rohovkový
corned beef,konzervované hovězí
cornel,svída
cornelia,Kornélie
cornelian,karneol
cornelius,Kornelius
cornell,Cornell
corneous,zrohovatělý
corner,růžek
corner case,patologický případ
corner frequency,zlomová frekvence
corner the market,stát se monopolem
corner you,donutit poslouchat
cornered,hranatý
corners,zatáčky
cornerstone,základní kámen
cornet,hudební nástroj kornet
cornetist,kornetista
cornfield,kukuřičné pole
cornflake,kukuřičný lupínek
cornflakes,kukuřičné lupínky
cornflour,kukuřičná mouka
cornflower,chrpa
cornice,garnýž
cornily,staromódní
cornish,cornwallština
cornmeal,kukuřičná mouka
cornstarch,kukuřičný škrob
cornucopia,hojnost
cornwall,Cornwall
corny,ohraný
corolla,okvětí
corollaries,důsledky
corollary,důsledek
corona,koróna
coronach,pohřební píseň
